"video_game_play","video_game_hours","play_pref","game_type_pref","num_of_purchases","income","industry","emp_type","edu_level","n_dependents","hobbies","comp","comp_int","res_impor","interaction_impor","genre","game_purchase","game_format","gender","age","region","relationship_status"
32,8,"Outdoors","Solo-Play",16,41535,"Construction","Homemaker","Trade or Vocational Degree",7,"Movies,Art,Outdoor Recreation (Hiking,etc),Television Series,Sports",52,34,78,68,"Music & Fitness,Action/Adventure,Strategy & Puzzle,Simulation","In-game purchases","Physical","Female",38,"Southwest","Single"
57,3,"Indoors","Solo-Play",8,93389,"Telecommunications","Student","Associate degree",1,"Outdoor Recreation (Hiking,etc),Music,Sports,Art,Television Series,Movies",89,66,22,73,"Action/Adventure,Sports & Racing","One-time payment, pre-playing","Physical","Male",45,"Southeast","Single"
42,11,"Indoors","Solo-Play",21,47194,"Education","Not employed, looking","Associate degree",3,"Movies,Music,Sports",67,44,29,68,"Roleplay,Simulation,Strategy & Puzzle,Sports & Racing","In-game purchases","Physical","Female",28,"Northwest","Divorced"
57,3,"Indoors","Multiplayer-Play",11,89918,"Retail","Employed Full Time","Associate degree",0,"Music",91,53,54,70,"Music & Fitness,Strategy & Puzzle,Action/Adventure","Both","Digital","Female",56,"Northeast","Married"
55,2,"Outdoors","Multiplayer-Play",14,85936,"Health Care","Student","Associate degree",1,"Outdoor Recreation (Hiking,etc),Music,Art,Sports",91,57,50,64,"Sports & Racing,Music & Fitness,Strategy & Puzzle","In-game purchases","Physical","Male",47,"Midwest","In a relationship"
44,1,"Outdoors","Multiplayer-Play",0,79423,"Other Manufacturing","Retired","Some High School",1,"Art,Sports",68,25,22,75,"Strategy & Puzzle","In-game purchases","Physical","Male",28,"Southeast","Married"
43,1,"Outdoors","Multiplayer-Play",2,102796,"Utilities","Retired","Bachelor's degree",0,"Art,Outdoor Recreation (Hiking,etc),Music,Movies,Television Series,Sports",9,19,16,35,"Simulation,Music & Fitness,Strategy & Puzzle","In-game purchases","Physical","Female",37,"Northwest","Divorced"
43,0,"Outdoors","Multiplayer-Play",4,142044,"Telecommunications","Student","Trade or Vocational Degree",0,"Art,Sports,Music,Movies",70,29,13,67,"Action/Adventure","In-game purchases","Digital","Male",32,"Southeast","In a relationship"
61,4,"Outdoors","Solo-Play",11,112795,"Telecommunications","Employed Full Time","Graduate or professional degree",4,"Television Series,Sports,Outdoor Recreation (Hiking,etc)",90,60,44,57,"Action/Adventure,Roleplay,Simulation,Strategy & Puzzle,Sports & Racing,Music & Fitness","One-time payment, pre-playing","Physical","Female",50,"Northwest","In a relationship"
69,0,"Indoors","Multiplayer-Play",11,59409,"Military","Employed Full Time","Graduate or professional degree",2,"Television Series,Movies",48,52,41,61,"Strategy & Puzzle","Both","Physical","Male",53,"Northwest","Married"
51,3,"Outdoors","Multiplayer-Play",3,72131,"Education","Retired","Associate degree",1,"Movies,Outdoor Recreation (Hiking,etc),Sports,Television Series",90,65,30,65,"Action/Adventure","One-time payment, pre-playing","Physical","Male",41,"Southwest","Single"
39,9,"Outdoors","Solo-Play",22,38977,"Utilities","Employed Full Time","Some College",4,"Outdoor Recreation (Hiking,etc),Art,Music",52,35,80,41,"Simulation,Sports & Racing,Action/Adventure","One-time payment, pre-playing","Physical","Female",39,"Northeast","Separated"
58,2,"Outdoors","Solo-Play",10,68944,"Computer","Student","Graduate or professional degree",1,"Sports,Art,Outdoor Recreation (Hiking,etc),Television Series,Music",24,63,27,70,"Action/Adventure","Both","Digital","Male",56,"Northwest","Single"
38,0,"Indoors","Multiplayer-Play",3,133998,"Utilities","Homemaker","Some High School",2,"Outdoor Recreation (Hiking,etc),Art,Music,Television Series",68,41,22,77,"Strategy & Puzzle,Sports & Racing,Roleplay,Simulation,Action/Adventure,Music & Fitness","In-game purchases","Digital","Non-binary/third gender",35,"Midwest","Single"
80,5,"Indoors","Solo-Play",12,75206,"Military","Student","Associate degree",2,"Music,Art",89,59,35,66,"Music & Fitness,Action/Adventure,Roleplay,Sports & Racing","One-time payment, pre-playing","Physical","Male",53,"Southeast","Married"
54,3,"Indoors","Solo-Play",8,98092,"Hotel and Food Services","Homemaker","Graduate or professional degree",7,"Movies,Sports",42,58,37,73,"Simulation","In-game purchases","Digital","Female",56,"Midwest","In a relationship"
38,12,"Indoors","Solo-Play",22,44771,"Mining","Homemaker","Some College",2,"Outdoor Recreation (Hiking,etc),Music,Movies,Sports",40,48,80,46,"Simulation,Strategy & Puzzle,Music & Fitness,Roleplay","In-game purchases","Digital","Male",60,"Northeast","Divorced"
46,0,"Outdoors","Multiplayer-Play",1,84457,"Publishing","Not employed, looking","High school graduate or equivalent",1,"Television Series,Music,Sports,Art,Outdoor Recreation (Hiking,etc)",65,14,22,76,"Simulation,Roleplay,Action/Adventure","One-time payment, pre-playing","Digital","Male",33,"Midwest","Married"
29,1,"Outdoors","Solo-Play",3,150621,"Software","Not employed, looking","Associate degree",2,"Television Series,Music,Sports,Outdoor Recreation (Hiking,etc)",11,23,17,26,"Strategy & Puzzle,Roleplay,Music & Fitness,Action/Adventure,Simulation","Both","Physical","Male",40,"Northeast","Single"
63,2,"Indoors","Solo-Play",10,79800,"Health Care","Homemaker","Bachelor's degree",2,"Movies,Television Series,Art",90,52,35,67,"Action/Adventure,Strategy & Puzzle","Both","Physical","Female",59,"Southwest","In a relationship"
49,6,"Indoors","Solo-Play",28,48591,"Retail","Retired","Associate degree",5,"Movies",76,47,35,76,"Action/Adventure","In-game purchases","Physical","Female",38,"Northeast","In a relationship"
45,4,"Outdoors","Solo-Play",30,42850,"Arts","Not employed, looking","Associate degree",6,"Art,Music,Movies,Outdoor Recreation (Hiking,etc)",71,47,45,63,"Simulation","Both","Digital","Male",56,"Southeast","In a relationship"
22,0,"Indoors","Solo-Play",1,124016,"Broadcasting","Retired","Trade or Vocational Degree",2,"Sports,Art,Television Series,Movies,Music",11,26,22,26,"Action/Adventure,Strategy & Puzzle,Roleplay,Sports & Racing,Music & Fitness,Simulation","In-game purchases","Digital","Female",34,"Northeast","Single"
40,10,"Indoors","Solo-Play",18,41334,"Education","Not employed, not looking","Bachelor's degree",6,"Movies,Music,Outdoor Recreation (Hiking,etc),Art",75,36,36,61,"Roleplay,Strategy & Puzzle,Sports & Racing","Both","Digital","Male",49,"Southeast","Single"
57,2,"Indoors","Solo-Play",6,129966,"Retail","Employed Full Time","Bachelor's degree",3,"Art",90,48,31,70,"Simulation,Strategy & Puzzle,Music & Fitness,Action/Adventure,Roleplay,Sports & Racing","One-time payment, pre-playing","Digital","Male",42,"Southwest","Married"
46,0,"Outdoors","Solo-Play",2,97421,"Health Care","Homemaker","Associate degree",2,"Outdoor Recreation (Hiking,etc),Television Series",77,38,27,76,"Music & Fitness,Roleplay,Simulation,Sports & Racing","In-game purchases","Digital","Male",29,"Southwest","Married"
56,7,"Indoors","Solo-Play",18,41719,"Education","Retired","Bachelor's degree",3,"Music,Sports,Outdoor Recreation (Hiking,etc),Movies,Art,Television Series",77,44,37,76,"Roleplay","In-game purchases","Physical","Male",42,"Midwest","Married"
51,5,"Outdoors","Solo-Play",24,47809,"Government","Not employed, looking","Some College",2,"Music,Art",42,45,79,39,"Simulation,Music & Fitness,Strategy & Puzzle,Roleplay","In-game purchases","Digital","Female",43,"Northwest","Divorced"
52,7,"Outdoors","Multiplayer-Play",23,55818,"Legal Services","Homemaker","Associate degree",7,"Art,Outdoor Recreation (Hiking,etc),Sports,Movies",65,53,20,69,"Strategy & Puzzle,Action/Adventure,Music & Fitness,Simulation,Roleplay","In-game purchases","Digital","Male",47,"Southwest","Divorced"
38,1,"Indoors","Solo-Play",3,144370,"Finance","Homemaker","Graduate or professional degree",0,"Movies,Art,Television Series,Sports",7,17,9,23,"Roleplay,Simulation,Music & Fitness,Action/Adventure,Sports & Racing,Strategy & Puzzle","One-time payment, pre-playing","Physical","Female",37,"Southwest","In a relationship"
39,1,"Indoors","Solo-Play",2,145048,"Mining","Homemaker","Some College",1,"Music,Art,Outdoor Recreation (Hiking,etc),Television Series,Sports,Movies",73,6,21,78,"Music & Fitness,Roleplay,Action/Adventure,Sports & Racing","One-time payment, pre-playing","Digital","Male",39,"Southeast","Separated"
27,2,"Outdoors","Solo-Play",3,105607,"Health Care","Homemaker","Associate degree",2,"Movies,Television Series,Outdoor Recreation (Hiking,etc),Art,Sports,Music",10,24,13,34,"Strategy & Puzzle,Roleplay,Action/Adventure,Sports & Racing,Music & Fitness,Simulation","Both","Physical","Female",37,"Midwest","Divorced"
45,1,"Indoors","Solo-Play",1,143304,"Utilities","Employed Full Time","High school graduate or equivalent",1,"Television Series,Outdoor Recreation (Hiking,etc),Art,Sports,Movies",75,14,22,65,"Roleplay,Sports & Racing,Music & Fitness,Action/Adventure,Simulation","Both","Digital","Male",36,"Northeast","In a relationship"
58,4,"Indoors","Solo-Play",18,60626,"Telecommunications","Not employed, looking","Some High School",1,"Television Series,Outdoor Recreation (Hiking,etc),Movies",69,44,34,72,"Music & Fitness,Strategy & Puzzle","Both","Digital","Male",61,"Northwest","Single"
61,5,"Indoors","Multiplayer-Play",12,86115,"Telecommunications","Homemaker","Associate degree",3,"Outdoor Recreation (Hiking,etc),Movies,Art",88,62,48,54,"Music & Fitness,Action/Adventure,Roleplay,Simulation,Strategy & Puzzle","In-game purchases","Digital","Male",55,"Southeast","In a relationship"
43,6,"Indoors","Solo-Play",15,69709,"Other","Not employed, not looking","Bachelor's degree",5,"Music,Outdoor Recreation (Hiking,etc),Movies,Art,Sports,Television Series",43,44,81,34,"Strategy & Puzzle,Action/Adventure,Roleplay,Sports & Racing,Simulation","In-game purchases","Physical","Male",70,"Midwest","Married"
47,10,"Outdoors","Multiplayer-Play",24,47722,"Legal Services","Employed Full Time","Associate degree",5,"Sports",38,52,81,45,"Sports & Racing,Action/Adventure,Strategy & Puzzle","In-game purchases","Digital","Female",50,"Northwest","Married"
36,1,"Indoors","Solo-Play",1,145310,"Religious","Retired","Associate degree",2,"Art,Sports,Television Series,Movies,Music",65,9,21,79,"Sports & Racing","In-game purchases","Digital","Male",29,"Southwest","In a relationship"
55,5,"Indoors","Solo-Play",19,83380,"Telecommunications","Student","High school graduate or equivalent",3,"Music,Sports,Outdoor Recreation (Hiking,etc),Art,Movies,Television Series",93,47,30,73,"Music & Fitness,Strategy & Puzzle,Action/Adventure,Sports & Racing,Simulation","Both","Physical","Female",40,"Southeast","In a relationship"
43,2,"Outdoors","Multiplayer-Play",3,105339,"Government","Homemaker","Graduate or professional degree",0,"Music",14,24,14,37,"Action/Adventure,Roleplay,Strategy & Puzzle,Music & Fitness","In-game purchases","Physical","Male",37,"Southeast","Separated"
28,1,"Outdoors","Solo-Play",1,159031,"Construction","Homemaker","Graduate or professional degree",0,"Art,Television Series",10,23,21,36,"Music & Fitness,Action/Adventure,Sports & Racing,Roleplay,Simulation","One-time payment, pre-playing","Physical","Male",32,"Northeast","Separated"
64,6,"Indoors","Multiplayer-Play",10,112813,"Transportation","Not employed, looking","Some College",2,"Movies,Music,Television Series",88,28,30,59,"Roleplay,Strategy & Puzzle","One-time payment, pre-playing","Digital","Male",53,"Midwest","Single"
43,0,"Outdoors","Solo-Play",1,132562,"Computer","Homemaker","Associate degree",0,"Music,Sports,Movies",80,17,25,78,"Music & Fitness,Action/Adventure,Roleplay,Simulation,Sports & Racing","Both","Digital","Female",32,"Midwest","Married"
51,7,"Indoors","Solo-Play",8,105777,"Hotel and Food Services","Homemaker","Associate degree",1,"Television Series,Music,Art",92,44,37,59,"Roleplay,Sports & Racing,Music & Fitness,Action/Adventure,Strategy & Puzzle","Both","Physical","Female",53,"Southeast","In a relationship"
64,3,"Indoors","Multiplayer-Play",5,56054,"Software","Homemaker","Trade or Vocational Degree",2,"Sports",41,53,36,76,"Sports & Racing,Simulation,Action/Adventure","In-game purchases","Physical","Male",51,"Northwest","Separated"
33,1,"Indoors","Multiplayer-Play",1,152909,"Hotel and Food Services","Not employed, looking","Some High School",1,"Outdoor Recreation (Hiking,etc),Movies,Art,Sports,Television Series,Music",71,17,15,76,"Strategy & Puzzle,Simulation,Roleplay,Action/Adventure,Sports & Racing","Both","Physical","Female",39,"Southwest","In a relationship"
65,2,"Indoors","Solo-Play",7,68936,"Hotel and Food Services","Retired","Some College",3,"Sports,Music,Art,Movies,Outdoor Recreation (Hiking,etc)",48,54,36,68,"Action/Adventure,Music & Fitness,Strategy & Puzzle","In-game purchases","Digital","Female",57,"Southeast","Divorced"
43,1,"Outdoors","Multiplayer-Play",2,85057,"Information Services","Employed Full Time","High school graduate or equivalent",3,"Television Series,Sports,Music,Outdoor Recreation (Hiking,etc),Movies",61,25,24,82,"Strategy & Puzzle","In-game purchases","Physical","Male",43,"Southwest","Single"
56,4,"Outdoors","Solo-Play",7,82513,"Hotel and Food Services","Retired","Trade or Vocational Degree",2,"Sports,Outdoor Recreation (Hiking,etc),Art,Television Series,Music,Movies",50,56,33,83,"Strategy & Puzzle,Roleplay,Action/Adventure,Music & Fitness,Sports & Racing,Simulation","In-game purchases","Physical","Female",82,"Northwest","Married"
39,5,"Indoors","Solo-Play",18,46832,"Wholesale","Not employed, not looking","Some High School",3,"Sports,Outdoor Recreation (Hiking,etc),Music,Movies",36,42,76,48,"Action/Adventure,Music & Fitness,Sports & Racing,Simulation,Roleplay","In-game purchases","Digital","Male",49,"Midwest","Separated"
60,7,"Indoors","Multiplayer-Play",7,81427,"Publishing","Retired","Bachelor's degree",2,"Music,Television Series",86,58,24,73,"Music & Fitness,Action/Adventure,Strategy & Puzzle,Roleplay,Simulation","Both","Digital","Male",43,"Southwest","Married"
37,15,"Outdoors","Solo-Play",22,60269,"Other Manufacturing","Employed Full Time","High school graduate or equivalent",6,"Art,Movies,Music,Sports",41,40,79,42,"Roleplay,Music & Fitness","One-time payment, pre-playing","Digital","Male",49,"Northwest","Single"
56,6,"Indoors","Solo-Play",21,44687,"Wholesale","Homemaker","High school graduate or equivalent",3,"Outdoor Recreation (Hiking,etc),Sports,Movies,Art,Television Series,Music",35,42,79,54,"Action/Adventure,Simulation,Strategy & Puzzle","One-time payment, pre-playing","Digital","Male",44,"Southeast","Single"
56,5,"Outdoors","Solo-Play",8,55395,"Hotel and Food Services","Student","Some High School",2,"Television Series,Sports,Outdoor Recreation (Hiking,etc),Movies",47,55,46,59,"Roleplay,Action/Adventure,Simulation,Sports & Racing,Strategy & Puzzle","Both","Digital","Male",44,"Northeast","In a relationship"
38,0,"Outdoors","Solo-Play",1,151205,"Legal Services","Student","High school graduate or equivalent",2,"Outdoor Recreation (Hiking,etc),Art,Television Series,Sports",70,17,26,75,"Strategy & Puzzle,Roleplay,Action/Adventure","One-time payment, pre-playing","Digital","Male",37,"Southwest","Single"
42,4,"Outdoors","Solo-Play",23,51406,"Real Estate","Not employed, looking","Some High School",3,"Sports,Art,Music",68,29,26,55,"Music & Fitness,Action/Adventure,Simulation,Strategy & Puzzle","In-game purchases","Digital","Female",59,"Northeast","Single"
53,6,"Indoors","Solo-Play",7,61004,"Utilities","Student","Some College",3,"Movies,Art,Sports",51,62,26,77,"Roleplay,Strategy & Puzzle,Sports & Racing","Both","Physical","Male",57,"Northwest","Separated"
44,4,"Indoors","Multiplayer-Play",31,39628,"Other","Retired","Some High School",4,"Outdoor Recreation (Hiking,etc),Art,Sports,Television Series,Movies,Music",45,41,80,28,"Roleplay,Action/Adventure,Simulation,Strategy & Puzzle","Both","Physical","Female",44,"Midwest","Single"
48,8,"Indoors","Solo-Play",16,51998,"Military","Not employed, not looking","Some High School",3,"Sports,Movies,Outdoor Recreation (Hiking,etc),Television Series,Art,Music",76,50,5,73,"Music & Fitness","One-time payment, pre-playing","Physical","Male",43,"Northwest","Married"
51,3,"Indoors","Solo-Play",12,108685,"Publishing","Homemaker","High school graduate or equivalent",0,"Television Series,Art,Outdoor Recreation (Hiking,etc),Music,Movies",89,67,46,65,"Music & Fitness,Simulation,Roleplay,Action/Adventure,Sports & Racing","Both","Physical","Female",39,"Northwest","Divorced"
34,0,"Indoors","Multiplayer-Play",3,160585,"Information Services","Homemaker","Associate degree",1,"Movies,Music,Sports",9,20,27,41,"Sports & Racing","In-game purchases","Physical","Female",41,"Northwest","Single"
